formatted_address,long_name,latitude,longitude,formatted_date,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/21/2017,1487635200,Mostly cloudy throughout the day and breezy overnight.,wind,1487661033,1487698117,0.83,,,,,rain,,45.54,1487664000,53.38,1487689200,41.78,1487664000,53.38,1487689200,45.95,0.85,11.85,247,8.74,0.78,1012.67
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/22/2017,1487721600,Mostly cloudy throughout the day.,partly-cloudy-day,1487747304,1487784632,0.86,,,,,rain,,45.66,1487804400,52.48,1487725200,43.38,1487754000,52.48,1487725200,44.62,0.82,14.18,267,8.12,0.84,1004.24
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/23/2017,1487808000,Mostly cloudy throughout the day and windy until evening.,wind,1487833574,1487871146,0.89,,,,,rain,,38.47,1487890800,49.29,1487826000,31.13,1487851200,42.88,1487826000,39.5,0.83,17.67,261,7.89,0.83,992.92
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/24/2017,1487894400,Mostly cloudy throughout the day.,partly-cloudy-day,1487919843,1487957660,0.93,,,,,rain,,36.17,1487919600,45.61,1487944800,29.24,1487916000,40.73,1487944800,33.49,0.75,7.85,272,9.27,0.65,1014.14
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/25/2017,1487980800,Mostly cloudy throughout the day.,partly-cloudy-day,1488006110,1488044174,0.96,,,,,rain,,41.82,1487984400,48.88,1488031200,34.46,1487991600,41.83,1488031200,42.37,0.87,17.58,217,8.65,0.92,1008.74
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/26/2017,1488067200,Mostly cloudy throughout the day.,partly-cloudy-day,1488092377,1488130687,0.99,,,,,rain,,45.21,1488150000,50.45,1488128400,39.24,1488150000,50.45,1488128400,43.37,0.83,16.28,221,8.99,0.78,1001.23
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/27/2017,1488153600,Mostly cloudy throughout the day.,partly-cloudy-day,1488178643,1488217200,0.03,,,,,rain,,34.89,1488232800,45.55,1488189600,28.28,1488232800,39.19,1488189600,38.24,0.89,9.14,214,8.54,0.67,987.09
"Central Ave, West Bridgford, Nottingham NG2 5GR, UK",Central Avenue,52.9319835,-1.1271444,2/28/2017,1488240000,Mostly cloudy throughout the day.,partly-cloudy-day,1488264908,1488303712,0.06,,,,,rain,,33.25,1488261600,41.64,1488283200,25.44,1488261600,33.73,1488283200,35.05,0.9,9.47,244,7.69,0.64,985.66
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/2/2017,1485993600,Mostly cloudy throughout the day.,partly-cloudy-day,1486021176,1486054490,0.19,,,,,rain,,47.99,1486018800,51.05,1486051200,42.95,1486018800,51.05,1486051200,47,0.9,14.72,174,6.63,0.83,997.12
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/3/2017,1486080000,Mostly cloudy throughout the day.,partly-cloudy-day,1486107482,1486140999,0.23,,,,,rain,,39.92,1486162800,49.12,1486080000,32.88,1486159200,43.63,1486080000,42.14,0.87,10.88,179,7.27,0.69,994.81
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/4/2017,1486166400,Partly cloudy until afternoon.,partly-cloudy-day,1486193787,1486227508,0.27,,,,,rain,,36.89,1486180800,47.37,1486220400,33.96,1486166400,44.86,1486220400,37.3,0.88,2.9,190,7.85,0.31,997.28
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/5/2017,1486252800,Mostly cloudy throughout the day.,partly-cloudy-day,1486280089,1486314018,0.3,,,,,rain,,37.25,1486263600,42.09,1486306800,33.66,1486270800,36.72,1486306800,37.71,0.93,4.1,19,6.29,0.5,1003.34
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/6/2017,1486339200,Mostly cloudy throughout the day.,partly-cloudy-night,1486366390,1486400527,0.34,,,,,rain,,30.58,1486364400,44.7,1486389600,30.58,1486364400,40.04,1486389600,35.66,0.9,3.89,161,5.32,0.42,1017.21
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/7/2017,1486425600,Partly cloudy throughout the day.,partly-cloudy-day,1486452688,1486487037,0.38,,,,,rain,,38.66,1486504800,49.45,1486479600,35.19,1486425600,47.24,1486479600,39.93,0.88,1.96,251,6.11,0.56,1014.23
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/8/2017,1486512000,Mostly cloudy throughout the day.,partly-cloudy-day,1486538986,1486573547,0.41,,,,,rain,,36.09,1486594800,40.32,1486555200,30.86,1486594800,35.93,1486555200,35.68,0.89,4.64,15,5.86,0.88,1025.96
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/9/2017,1486598400,Foggy overnight.,fog,1486625281,1486660056,0.45,,,,,rain,,34.48,1486681200,35.72,1486648800,27.14,1486670400,28.93,1486648800,31.78,0.88,7.89,48,4.69,1,1027.43
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/10/2017,1486684800,Foggy until afternoon.,fog,1486711575,1486746566,0.49,,,,,rain,,32.98,1486753200,35.15,1486742400,26.67,1486760400,28.04,1486742400,32.56,0.94,7.63,23,2.36,0.92,1023.73
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/11/2017,1486771200,Overcast throughout the day.,cloudy,1486797867,1486833076,0.52,,,,,snow,,32.58,1486800000,35.8,1486854000,25.26,1486800000,29.28,1486854000,32.08,0.92,7.91,9,3.05,1,1022.36
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/12/2017,1486857600,Foggy in the evening.,fog,1486884158,1486919585,0.55,,,,,rain,,34.47,1486890000,41.65,1486936800,27.08,1486890000,34.26,1486936800,34.89,0.92,10.1,59,2.63,1,1022
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/13/2017,1486944000,Clear throughout the day.,clear-day,1486970447,1487006095,0.59,,,,,rain,,38.18,1486969200,48.77,1486994400,30.77,1486969200,42.99,1486994400,36.87,0.83,12.9,78,3.62,0.14,1021.16
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/14/2017,1487030400,Mostly cloudy throughout the day.,partly-cloudy-night,1487056735,1487092604,0.62,,,,,rain,,36.11,1487048400,50.55,1487084400,29.69,1487048400,50.55,1487084400,38.76,0.84,7.28,111,5.37,0.53,1022.97
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/15/2017,1487116800,Foggy in the morning.,fog,1487143022,1487179113,0.65,,,,,rain,,45.08,1487199600,50.68,1487156400,40.85,1487199600,50.68,1487156400,45.66,0.95,5.77,185,4.92,0.7,1027.79
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/16/2017,1487203200,Partly cloudy throughout the day.,partly-cloudy-day,1487229307,1487265622,0.68,,,,,rain,,42.69,1487221200,51.63,1487257200,39.52,1487224800,51.63,1487257200,42.64,0.87,7.13,239,7.56,0.53,1029.71
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/17/2017,1487289600,Partly cloudy until afternoon.,partly-cloudy-day,1487315591,1487352131,0.71,,,,,rain,,41.73,1487368800,52.92,1487336400,38.69,1487372400,52.92,1487336400,42.88,0.87,4.85,236,6.65,0.41,1027.94
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/18/2017,1487376000,Foggy in the morning.,fog,1487401874,1487438639,0.74,,,,,rain,,39.42,1487458800,52.86,1487430000,36.74,1487458800,52.86,1487430000,41.46,0.88,5.57,196,4.71,0.56,1025.21
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/19/2017,1487462400,Mostly cloudy throughout the day.,partly-cloudy-day,1487488155,1487525148,0.77,,,,,rain,,36.62,1487469600,52.35,1487516400,32.65,1487473200,52.35,1487516400,42.3,0.88,6.79,247,5.88,0.69,1022.68
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/20/2017,1487548800,Mostly cloudy throughout the day.,partly-cloudy-day,1487574435,1487611656,0.8,,,,,rain,,49.01,1487563200,60.55,1487599200,45.71,1487559600,60.55,1487599200,49.68,0.88,10.2,257,6.78,0.81,1019.13
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/21/2017,1487635200,Overcast throughout the day.,cloudy,1487660714,1487698163,0.83,,,,,rain,,49.64,1487660400,55.01,1487685600,45.65,1487660400,55.01,1487685600,48.69,0.88,12.14,253,7.45,0.9,1016.4
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/22/2017,1487721600,Breezy in the morning and overcast throughout the day.,wind,1487746993,1487784671,0.86,,,,,rain,,50.36,1487804400,54.08,1487764800,50.36,1487804400,54.08,1487764800,48.49,0.88,16.37,246,7.07,0.95,1008.96
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/23/2017,1487808000,Windy and mostly cloudy until evening.,wind,1487833270,1487871178,0.89,,,,,rain,,41.22,1487890800,50.46,1487833200,34.49,1487890800,50.46,1487833200,39.76,0.74,20.17,258,7.69,0.69,999.1
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/24/2017,1487894400,Partly cloudy until evening.,partly-cloudy-day,1487919546,1487957684,0.93,,,,,rain,,36.23,1487916000,47.35,1487948400,30.04,1487919600,43.58,1487948400,31.58,0.69,6.93,282,8.71,0.24,1016.2
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/25/2017,1487980800,Overcast until evening.,cloudy,1488005821,1488044191,0.96,,,,,rain,,40.84,1487980800,49.35,1488031200,36.25,1487980800,43.51,1488031200,42.42,0.86,14.02,217,7.83,0.68,1013.93
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/26/2017,1488067200,Mostly cloudy throughout the day and breezy in the evening.,wind,1488092095,1488130697,0.99,,,,,rain,,47.6,1488150000,51.67,1488110400,41.58,1488150000,51.67,1488110400,46.15,0.89,15.41,222,6.49,0.86,1006.24
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/27/2017,1488153600,Mostly cloudy throughout the day.,partly-cloudy-day,1488178368,1488217203,0.03,,,,,rain,,37.19,1488236400,47.41,1488153600,30.73,1488236400,42.12,1488153600,40.59,0.88,11.73,216,7.41,0.63,990.47
"Wolsey Walk, Woking GU21 6XX, UK",Wolsey Walk,51.3193261,-0.5587552,2/28/2017,1488240000,Mostly cloudy in the morning.,partly-cloudy-night,1488264640,1488303708,0.06,,,,,rain,,33.35,1488265200,45.01,1488322800,27.73,1488265200,37.83,1488322800,34.82,0.83,11.14,249,8.15,0.59,988.92
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/16/2017,1487203200,Mostly cloudy throughout the day.,partly-cloudy-day,1487229822,1487266085,0.68,0,0,,0,,,41.95,1487228400,50.83,1487250000,38.75,1487228400,50.83,1487250000,43.9,0.9,9.17,241,8.53,0.5,1029.38
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/17/2017,1487289600,Mostly cloudy until evening.,partly-cloudy-day,1487316105,1487352594,0.71,0,0,,0,,,43.77,1487361600,51.87,1487340000,40.04,1487372400,51.87,1487340000,43.21,0.87,5.07,213,7.92,0.49,1027.57
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/18/2017,1487376000,Foggy in the morning.,fog,1487402387,1487439104,0.74,0,0,,0,,,42.67,1487390400,52.44,1487433600,38.37,1487390400,52.44,1487433600,43,0.91,5.12,183,4.17,0.64,1024.35
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/19/2017,1487462400,Mostly cloudy throughout the day.,partly-cloudy-day,1487488668,1487525613,0.77,0,0,,0,,,44.36,1487462400,50.82,1487516400,39.64,1487491200,50.82,1487516400,45.72,0.92,10.78,249,6.51,0.84,1022.6
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/20/2017,1487548800,Foggy in the morning.,fog,1487574947,1487612121,0.8,0,0,,0,,,48.1,1487548800,53.83,1487595600,41.2,1487631600,53.83,1487595600,48.83,0.97,12.96,251,3.74,0.88,1020.22
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/21/2017,1487635200,Mostly cloudy throughout the day and breezy overnight.,wind,1487661225,1487698630,0.83,0.2233,5.36,1487692800,0.98,rain,,48.15,1487646000,51.09,1487678400,41.39,1487635200,51.09,1487678400,48.75,0.98,18.52,250,4.91,0.86,1016.79
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/22/2017,1487721600,Mostly cloudy throughout the day.,partly-cloudy-day,1487747502,1487785138,0.86,0,0,,0,,,49.07,1487743200,51.39,1487768400,41.79,1487728800,51.39,1487768400,49.16,0.97,21.5,249,2.95,0.88,1009.2
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/23/2017,1487808000,Mostly cloudy until evening and windy until afternoon.,wind,1487833778,1487871646,0.89,0.1825,4.38,1487840400,0.97,rain,,38.96,1487890800,50.76,1487811600,32.89,1487890800,50.76,1487811600,40.03,0.78,19.12,258,8.35,0.62,1000.14
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/24/2017,1487894400,Partly cloudy in the afternoon.,partly-cloudy-day,1487920054,1487958154,0.93,0,,,0,,,38.45,1487916000,47.75,1487944800,31.82,1487905200,44.62,1487944800,34.89,0.75,8.1,258,9.56,0.19,1016.81
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/25/2017,1487980800,Overcast throughout the day.,cloudy,1488006328,1488044661,0.96,0.3563,8.55,1488045600,0.98,rain,,43.63,1487980800,49.82,1488024000,38.7,1487980800,45.29,1488024000,43.61,0.87,12.8,217,7.68,0.95,1011.96
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/26/2017,1488067200,Mostly cloudy throughout the day.,partly-cloudy-day,1488092601,1488131168,0.99,0.1283,3.08,1488106800,0.97,rain,,45.92,1488150000,51.5,1488117600,39.57,1488135600,51.5,1488117600,45.11,0.89,13.85,226,8.07,0.82,1004.46
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/27/2017,1488153600,Mostly cloudy throughout the day.,partly-cloudy-day,1488178873,1488217675,0.03,0.0371,0.89,1488193200,0.93,rain,,36.06,1488232800,45.86,1488153600,28.82,1488236400,41.96,1488153600,38.93,0.88,10.19,220,8.33,0.55,988.65
"Patchway, Bristol BS34 5DG, UK",Patchway,51.5251586,-2.5953568,2/28/2017,1488240000,Mostly cloudy throughout the day.,partly-cloudy-day,1488265145,1488304181,0.06,0.7963,10.22,1488301200,0.98,rain,,33.04,1488265200,45.74,1488312000,26.86,1488261600,37.5,1488312000,36.72,0.88,14.17,254,8.39,0.49,989.15
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/12/2017,1486857600,Foggy until afternoon.,fog,1486884099,1486919445,0.55,,,,,rain,,34.44,1486890000,41.47,1486936800,27.31,1486890000,33.74,1486936800,34.9,0.92,10.11,61,2.44,0.98,1022.42
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/13/2017,1486944000,Clear throughout the day.,clear-day,1486970387,1487005956,0.59,,,,,rain,,38.6,1486969200,47.72,1486990800,30.68,1486969200,41.33,1486990800,37.04,0.84,14.26,82,3.32,0.05,1021.95
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/14/2017,1487030400,Mostly cloudy until evening.,partly-cloudy-day,1487056674,1487092466,0.62,,,,,rain,,37.23,1487055600,50.55,1487084400,30.51,1487044800,50.55,1487084400,38.47,0.82,7.82,110,5.53,0.31,1023.32
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/15/2017,1487116800,Mostly cloudy until evening.,partly-cloudy-day,1487142959,1487178976,0.65,,,,,rain,,45.07,1487199600,51.53,1487163600,40.59,1487199600,51.53,1487163600,45.47,0.92,5.91,184,5.1,0.49,1027.76
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/16/2017,1487203200,Partly cloudy until evening.,partly-cloudy-day,1487229243,1487265487,0.68,,,,,rain,,43.03,1487224800,51.66,1487257200,39.42,1487224800,51.66,1487257200,42.48,0.85,7.91,240,7.01,0.36,1029.43
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/17/2017,1487289600,Partly cloudy until afternoon.,partly-cloudy-day,1487315526,1487351996,0.71,,,,,rain,,42.81,1487372400,53.54,1487340000,39.3,1487372400,53.54,1487340000,42.87,0.84,4.99,242,6.84,0.28,1027.75
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/18/2017,1487376000,Overcast until afternoon.,cloudy,1487401808,1487438506,0.74,,,,,rain,,41.04,1487458800,52.87,1487433600,37.49,1487458800,52.87,1487433600,41.43,0.87,6.32,207,4.67,0.42,1025.15
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/19/2017,1487462400,Mostly cloudy until evening.,partly-cloudy-day,1487488088,1487525015,0.77,,,,,rain,,39.15,1487469600,52.63,1487516400,34.91,1487473200,52.63,1487516400,42.6,0.87,7.58,247,5.72,0.54,1022.36
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/20/2017,1487548800,Mostly cloudy until evening.,partly-cloudy-day,1487574367,1487611525,0.8,,,,,rain,,49.17,1487563200,61.47,1487599200,45.3,1487563200,61.47,1487599200,49.73,0.86,11.19,257,6.46,0.62,1018.61
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/21/2017,1487635200,Mostly cloudy until evening and breezy overnight.,wind,1487660645,1487698033,0.83,,,,,rain,,50.02,1487660400,54.95,1487685600,50.02,1487660400,54.95,1487685600,48.68,0.87,12.33,252,6.88,0.78,1015.87
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/22/2017,1487721600,Mostly cloudy until evening.,partly-cloudy-day,1487746922,1487784542,0.86,,,,,rain,,50.89,1487804400,55.25,1487764800,50.89,1487804400,55.25,1487764800,48.39,0.85,16.92,248,7.07,0.92,1008.19
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/23/2017,1487808000,Windy and mostly cloudy until evening.,wind,1487833198,1487871050,0.89,,,,,rain,,41.29,1487890800,51.14,1487808000,34.18,1487890800,51.14,1487808000,39.91,0.73,21.47,258,7.29,0.59,998.1
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/24/2017,1487894400,Partly cloudy until afternoon.,partly-cloudy-day,1487919472,1487957558,0.93,,,,,rain,,37.27,1487919600,47.35,1487948400,30.39,1487919600,43.59,1487948400,31.98,0.69,7.89,282,7.92,0.21,1015.86
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/25/2017,1487980800,Overcast until evening.,cloudy,1488005746,1488044066,0.96,,,,,rain,,41.57,1487980800,49.74,1488031200,36.68,1487980800,44.02,1488031200,42.01,0.84,13.82,219,7.24,0.68,1013.57
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/26/2017,1488067200,Mostly cloudy until evening.,partly-cloudy-day,1488092019,1488130573,0.99,,,,,rain,,47.99,1488150000,52.37,1488110400,42.23,1488150000,52.37,1488110400,45.91,0.86,15.36,223,6.59,0.81,1005.84
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/27/2017,1488153600,Mostly cloudy throughout the day.,partly-cloudy-day,1488178291,1488217080,0.03,,,,,rain,,37.76,1488236400,47.68,1488157200,30.94,1488236400,42.51,1488157200,40.82,0.88,11.65,215,7.18,0.48,990.24
"Muswell Hill Broadway, London N10 1BY, UK",Muswell Hill Broadway,51.5921495,-0.1434139,2/28/2017,1488240000,Mostly cloudy until evening.,partly-cloudy-day,1488264562,1488303586,0.06,,,,,rain,,34.58,1488265200,45.5,1488322800,28.03,1488265200,38.13,1488322800,34.93,0.82,11.51,247,7.55,0.48,988.52
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,1/31/2017,1485820800,Foggy until evening.,fog,1485848437,1485881318,0.12,,,,,rain,,40.62,1485846000,46.43,1485903600,34.32,1485846000,42.8,1485903600,42.34,0.97,8.48,119,2.52,1,1013.21
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/1/2017,1485907200,Foggy in the morning.,fog,1485934747,1485967827,0.15,,,,,rain,,46.85,1485907200,50.23,1485954000,43.4,1485907200,50.23,1485954000,48.21,0.95,8.83,178,3.99,0.92,1006.99
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/2/2017,1485993600,Mostly cloudy throughout the day.,partly-cloudy-day,1486021055,1486054336,0.19,,,,,rain,,48.25,1486018800,51.27,1486051200,43.05,1486018800,51.27,1486051200,46.82,0.88,14.71,176,6.51,0.67,997.81
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/3/2017,1486080000,Mostly cloudy until evening.,partly-cloudy-day,1486107360,1486140845,0.23,,,,,rain,,40.85,1486162800,49.76,1486123200,33.59,1486159200,44.87,1486123200,42.1,0.84,11.55,181,6.89,0.69,995.32
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/4/2017,1486166400,Mostly cloudy in the morning.,partly-cloudy-day,1486193664,1486227355,0.27,,,,,rain,,38.16,1486188000,47.22,1486220400,34.53,1486170000,45.28,1486220400,37.88,0.89,2.55,185,7.19,0.18,997.42
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/5/2017,1486252800,Mostly cloudy until evening.,partly-cloudy-day,1486279966,1486313864,0.3,,,,,rain,,38.24,1486281600,42.64,1486306800,34.28,1486288800,37.41,1486306800,38.1,0.93,4.34,22,5.73,0.4,1003.29
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/6/2017,1486339200,Clear throughout the day.,clear-day,1486366266,1486400374,0.34,,,,,rain,,33.12,1486364400,45.38,1486389600,32.29,1486350000,41.22,1486389600,36.44,0.88,3.07,171,4.89,0.12,1017.33
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/7/2017,1486425600,Mostly cloudy in the morning.,partly-cloudy-day,1486452565,1486486884,0.38,,,,,rain,,38.77,1486504800,49.34,1486479600,34.79,1486429200,46.8,1486479600,39.83,0.87,0.87,254,5.37,0.34,1014.25
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/8/2017,1486512000,Mostly cloudy throughout the day.,partly-cloudy-day,1486538862,1486573394,0.41,,,,,rain,,36.22,1486594800,39.78,1486515600,30.63,1486594800,37.54,1486515600,35.4,0.89,5.37,15,4.62,0.88,1025.86
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/9/2017,1486598400,Foggy starting in the evening.,fog,1486625157,1486659904,0.45,,,,,rain,,34.73,1486630800,35.85,1486598400,27.34,1486666800,30.32,1486598400,32.08,0.88,7.94,43,3.77,1,1027.47
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/10/2017,1486684800,Foggy until afternoon.,fog,1486711450,1486746415,0.49,,,,,rain,,33.5,1486756800,35.23,1486695600,26.6,1486756800,28.87,1486695600,32.54,0.92,7.98,20,2.38,0.88,1023.55
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/11/2017,1486771200,Foggy throughout the day.,fog,1486797742,1486832925,0.52,,,,,snow,,32.75,1486800000,36.05,1486854000,25.61,1486800000,29.34,1486854000,32.3,0.92,7.98,10,2.5,1,1022.08
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/12/2017,1486857600,Foggy until afternoon.,fog,1486884033,1486919435,0.55,,,,,rain,,34.19,1486890000,41.51,1486936800,27.29,1486890000,33.95,1486936800,35.12,0.92,9.77,59,2.26,0.98,1022.19
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/13/2017,1486944000,Clear throughout the day.,clear-day,1486970322,1487005944,0.59,,,,,rain,,38.49,1486969200,46.99,1486990800,30.71,1486969200,40.48,1486990800,37.13,0.85,13.73,78,3.27,0.02,1021.85
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/14/2017,1487030400,"Mostly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-night,1487056609,1487092454,0.62,,,,,rain,,37.32,1487052000,50.33,1487084400,30.73,1487044800,50.33,1487084400,38.65,0.82,7.63,111,5.55,0.28,1023.39
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/15/2017,1487116800,Mostly cloudy until evening.,partly-cloudy-day,1487142895,1487178964,0.65,,,,,rain,,45.04,1487199600,51.25,1487160000,40.72,1487199600,51.25,1487160000,45.43,0.92,6.09,186,5.1,0.46,1027.97
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/16/2017,1487203200,Mostly cloudy until afternoon.,partly-cloudy-day,1487229180,1487265473,0.68,,,,,rain,,43.41,1487224800,51.51,1487257200,39.59,1487224800,51.51,1487257200,42.47,0.85,7.71,237,6.87,0.33,1029.59
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/17/2017,1487289600,Partly cloudy until afternoon.,partly-cloudy-day,1487315464,1487351982,0.71,,,,,rain,,42.96,1487372400,53.54,1487340000,39.39,1487372400,53.54,1487340000,42.93,0.85,5.2,240,6.45,0.26,1027.83
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/18/2017,1487376000,Overcast until afternoon.,cloudy,1487401746,1487438491,0.74,,,,,rain,,41.19,1487458800,53,1487430000,37.39,1487458800,53,1487430000,41.51,0.87,6.32,204,4.62,0.41,1025.27
